id,Title,Authors,id_original,Title_original,Raphael - Classification ,Raphael - Justification ,Guilherme - Classication,Guilherme - Justification,Final Classification
764,Retrieval-augmented generation for knowledge-intensive NLP tasks,Lewis P.; Perez E.; Piktus A.; Petroni F.; Karpukhin V.; Goyal N.; Küttler H.; Lewis M.; Yih W.-T.; Rocktäschel T.; Riedel S.; Kiela D.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
765,Exploiting Programmatic Behavior of LLMs: Dual-Use Through Standard Security Attacks,Kang D.; Li X.; Stoica I.; Guestrin C.; Zaharia M.; Hashimoto T.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
766,Poisoning Retrieval Corpora by Injecting Adversarial Passages,Zhong Z.; Huang Z.; Wettig A.; Chen D.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
767,RAB: Provable Robustness Against Backdoor Attacks,Weber M.; Xu X.; Karlaš B.; Zhang C.; Li B.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
768,The Impact of Reasoning Step Length on Large Language Models,Jin M.; Yu Q.; Dong S.; Zhao H.; Hua W.; Meng Y.; Zhang Y.; Du M.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
769,Navigation as Attackers Wish? Towards Building Robust Embodied Agents under Federated Learning,Zhang Y.; Di Z.; Zhou K.; Xie C.; Wang X.E.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
770,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Abdelnabi S.; Greshake K.; Mishra S.; Endres C.; Holz T.; Fritz M.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
771,INJECAGENT: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Zhan Q.; Liang Z.; Ying Z.; Kang D.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
772,CRAG - Comprehensive RAG Benchmark,Yang X.; Sun K.; Xin H.; Sun Y.; Bhalla N.; Chen X.; Choudhary S.; Gui R.D.; Jiang Z.W.; Jiang Z.; Kong L.; Moran B.; Wang J.; Xu Y.E.; Yan A.; Yang C.; Yuan E.; Zha H.; Tang N.; Chen L.; Scheffer N.; Liu Y.; Shah N.; Wanga R.; Kumar A.; Yih W.-T.; Dong X.L.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
773,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,Wei J.; Wang X.; Schuurmans D.; Bosma M.; Ichter B.; Xia F.; Chi E.H.; Le Q.V.; Zhou D.,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,
774,LLM-Planner: Few-Shot Grounded Planning for Embodied Agents with Large Language Models,Song C.H.; Sadler B.M.; Wu J.; Chao W.-L.; Washington C.; Su Y.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
775,Talk2BEV: Language-enhanced Bird's-eye View Maps for Autonomous Driving,Choudhary T.; Dewangan V.; Chandhok S.; Priyadarshan S.; Jain A.; Singh A.K.; Srivastava S.; Jatavallabhula K.M.; Krishna K.M.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
776,BEV-Guided Multi-Modality Fusion for Driving Perception,Man Y.; Gui L.-Y.; Wang Y.-X.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
777,Why Can GPT Learn In-Context? Language Models Implicitly Perform Gradient Descent as Meta-Optimizers,Dai D.; Sun Y.; Dong L.; Hao Y.; Ma S.; Sui Z.; Wei F.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
778,Data Augmentation Can Improve Robustness,Rebuffi S.-A.; Gowal S.; Calian D.; Stimberg F.; Wiles O.; Mann T.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
779,ONION: A Simple and Effective Defense Against Textual Backdoor Attacks,Qi F.; Chen Y.; Li M.; Yao Y.; Liu Z.; Sun M.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
780,Wayformer: Motion Forecasting via Simple & Efficient Attention Networks,Nayakanti N.; Al-Rfou R.; Zhou A.; Goel K.; Refaat K.S.; Sapp B.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
781,Language models are few-shot learners,Brown T.B.; Mann B.; Ryder N.; Subbiah M.; Kaplan J.; Dhariwal P.; Neelakantan A.; Shyam P.; Sastry G.; Askell A.; Agarwal S.; Herbert-Voss A.; Krueger G.; Henighan T.; Child R.; Ramesh A.; Ziegler D.M.; Wu J.; Winter C.; Hesse C.; Chen M.; Sigler E.; Litwin M.; Gray S.; Chess B.; Clark J.; Berner C.; McCandlish S.; Radford A.; Sutskever I.; Amodei D.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
782,CoPAL: Corrective Planning of Robot Actions with Large Language Models,Joublin F.; Ceravola A.; Smirnov P.; Ocker F.; Deigmoeller J.; Belardinelli A.; Wang C.; Hasler S.; Tanneberg D.; Gienger M.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
783,The Dual Form of Neural Networks Revisited: Connecting Test Time Predictions to Training Patterns via Spotlights of Attention,Irie K.; CsordÃ¡s R.; Schmidhuber J.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
784,NOTABLE: Transferable Backdoor Attacks Against Prompt-based NLP Models,Mei K.; Li Z.; Wang Z.; Zhang Y.; Ma S.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
785,Motion planning and control for mobile robot navigation using machine learning: a survey,Xiao X.; Liu B.; Warnell G.; Stone P.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
786,LMDrive: Closed-Loop End-to-End Driving with Large Language Models,Shao H.; Hu Y.; Wang L.; Song G.; Waslander S.L.; Liu Y.; Li H.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
787,Know the Unknowns: Addressing Disturbances and Uncertainties in Autonomous Systems : Invited Paper,Zhu Q.; Li W.; Kim H.; Xiang Y.; Wardega K.; Wang Z.; Wang Y.; Liang H.; Huang C.; Fan J.; Choi H.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
788,Semi-supervised Semantics-guided Adversarial Training for Robust Trajectory Prediction,Jiao R.; Liu X.; Sato T.; Chen Q.A.; Zhu Q.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
789,Jailbroken: How Does LLM Safety Training Fail?,Wei A.; Haghtalab N.; Steinhardt J.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
790,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,Wei J.; Wang X.; Schuurmans D.; Bosma M.; Ichter B.; Xia F.; Chi E.H.; Le Q.V.; Zhou D.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
791,Poisoning Language Models During Instruction Tuning,Wan A.; Wallace E.; Shen S.; Klein D.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
792,Code as Policies: Language Model Programs for Embodied Control,Liang J.; Huang W.; Xia F.; Xu P.; Hausman K.; Ichter B.; Florence P.; Zeng A.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
793,ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,Singh I.; Blukis V.; Mousavian A.; Goyal A.; Xu D.; Tremblay J.; Fox D.; Thomason J.; Garg A.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
794,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,Huang W.; Abbeel P.; Pathak D.; Mordatch I.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
795,"Deep Multi-Modal Object Detection and Semantic Segmentation for Autonomous Driving: Datasets, Methods, and Challenges",Feng D.; Haase-Schutz C.; Rosenbaum L.; Hertlein H.; Glaser C.; Timm F.; Wiesbeck W.; Dietmayer K.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
796,Vision meets robotics: The KITTI dataset,Geiger A.; Lenz P.; Stiller C.; Urtasun R.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
797,VirtualHome: Simulating Household Activities Via Programs,Puig X.; Ra K.; Boben M.; Li J.; Wang T.; Fidler S.; Torralba A.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
798,ChatGPT for Robotics: Design Principles and Model Abilities,Vemprala S.H.; Bonatti R.; Bucker A.; Kapoor A.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
799,Drive Like a Human: Rethinking Autonomous Driving with Large Language Models,Fu D.; Li X.; Wen L.; Dou M.; Cai P.; Shi B.; Qiao Y.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
800,TAE: A Semi-supervised Controllable Behavior-aware Trajectory Generator and Predictor,Jiao R.; Liu X.; Zheng B.; Liang D.; Zhu Q.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
801,DriveGPT4: Interpretable End-to-End Autonomous Driving Via Large Language Model,Xu Z.; Zhang Y.; Xie E.; Zhao Z.; Guo Y.; Wong K.-Y.K.; Li Z.; Zhao H.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
802,Trojaning Attack on Neural Networks,Liu Y.; Ma S.; Aafer Y.; Lee W.-C.; Zhai J.; Wang W.; Zhang X.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
803,LORA: LOW-RANK ADAPTATION OF LARGE LANGUAGE MODELS,Hu E.; Shen Y.; Wallis P.; Allen-Zhu Z.; Li Y.; Wang S.; Wang L.; Chen W.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
804,DILU: A KNOWLEDGE-DRIVEN APPROACH TO AUTONOMOUS DRIVING WITH LARGE LANGUAGE MODELS,Wen L.; Fu D.; Li X.; Cai X.; Ma T.; Cai P.; Dou M.; Shi B.; He L.; Qiao Y.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
805,BADCHAIN: BACKDOOR CHAIN-OF-THOUGHT PROMPTING FOR LARGE LANGUAGE MODELS,Xiang Z.; Jiang F.; Xiong Z.; Ramasubramanian B.; Poovendran R.; Li B.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
806,Enforcing Hard Constraints with Soft Barriers: Safe Reinforcement Learning in Unknown Stochastic Environments,Wang Y.; Zhan S.S.; Jiao R.; Wang Z.; Jin W.; Yang Z.; Wang Z.; Huang C.; Zhu Q.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
807,WikiChat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on Wikipedia,Semnani S.J.; Yao V.Z.; Zhang H.C.; Lam M.S.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
808,Scenic: A language for scenario specification and scene generation,Fremont D.J.; Yue X.; Dreossi T.; Sangiovanni-Vincentelli A.L.; Ghosh S.; Seshia S.A.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
809,Training language models to follow instructions with human feedback,Ouyang L.; Wu J.; Jiang X.; Almeida D.; Wainwright C.L.; Mishkin P.; Zhang C.; Agarwal S.; Slama K.; Ray A.; Schulman J.; Hilton J.; Kelton F.; Miller L.; Simens M.; Askell A.; Welinder P.; Christiano P.; Leike J.; Lowe R.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
810,Nuscenes: A multimodal dataset for autonomous driving,Caesar H.; Bankiti V.; Lang A.H.; Vora S.; Liong V.E.; Xu Q.; Krishnan A.; Pan Y.; Baldan G.; Beijbom O.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
811,Driving Everywhere with Large Language Model Policy Adaptation,Li B.; Wang Y.; Mao J.; Ivanovic B.; Veer S.; Leung K.; Pavone M.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
812,Survey of Hallucination in Natural Language Generation,Ji Z.; Lee N.; Frieske R.; Yu T.; Su D.; Xu Y.; Ishii E.; Bang Y.J.; Madotto A.; Fung P.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
813,Safety-Assured Design and Adaptation of Learning-Enabled Autonomous Systems,Zhu Q.; Huang C.; Jiao R.; Lan S.; Liang H.; Liu X.; Wang Y.; Wang Z.; Xu S.,93,CAN WE TRUST EMBODIED AGENTS? EXPLORING BACKDOOR ATTACKS AGAINST EMBODIED LLM-BASED DECISION-MAKING SYSTEMS,,,,,
814,"LLMs Cannot Reliably Identify and Reason about Security Vulnerabilities (Yet?): A Comprehensive Evaluation, Framework, and Benchmarks",Ullah S.; Han M.; Pujar S.; Pearce H.; Coskun A.; Stringhini G.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
815,Natural Attack for Pre-trained Models of Code,Yang Z.; Shi J.; He J.; Lo D.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
816,A C/C++ Code Vulnerability Dataset with Code Changes and CVE Summaries,Fan J.; Li Y.; Wang S.; Nguyen T.N.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
817,Formalizing and Benchmarking Prompt Injection Attacks and Defenses,Liu Y.; Jia Y.; Geng R.; Jia J.; Gong N.Z.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
818,LineVul: A Transformer-based Line-Level Vulnerability Prediction,Fu M.; Tantithamthavorn C.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
819,Devign: Effective vulnerability identification by learning comprehensive program semantics via graph neural networks,Zhou Y.; Liu S.; Siow J.; Du X.; Liu Y.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
820,Software Vulnerability Detection using Large Language Models,Purba M.D.; Ghosh A.; Radford B.J.; Chu B.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
821,VulDeePecker: A Deep Learning-Based System for Vulnerability Detection,Li Z.; Zou D.; Xu S.; Ou X.; Jin H.; Wang S.; Deng Z.; Zhong Y.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
822,An LLM-Assisted Easy-to-Trigger Backdoor Attack on Code Completion Models: Injecting Disguised Vulnerabilities against Strong Detection,Yan S.; Wang S.; Duan Y.; Hong H.; Lee K.; Kim D.; Hong Y.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
823,Retrieval-augmented generation for knowledge-intensive NLP tasks,Lewis P.; Perez E.; Piktus A.; Petroni F.; Karpukhin V.; Goyal N.; Küttler H.; Lewis M.; Yih W.-T.; Rocktäschel T.; Riedel S.; Kiela D.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
824,GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis,Sun Y.; Wu D.; Xue Y.; Liu H.; Wang H.; Xu Z.; Xie X.; Liu Y.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
825,Deep Learning Based Vulnerability Detection: Are We There Yet?,Chakraborty S.; Krishna R.; Ding Y.; Ray B.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
826,Vulnerability detection with fine-grained interpretations,Li Y.; Wang S.; Nguyen T.N.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
827,CVEfixes: Automated collection of vulnerabilities and their fixes from open-source software,Bhandari G.; Naseer A.; Moonen L.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
828,"Empirical review of automated analysis tools on 47,587 ethereum smart contracts",Durieux T.; Ferreira J.F.; Abreu R.; Cruz P.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
829,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Abdelnabi S.; Greshake K.; Mishra S.; Endres C.; Holz T.; Fritz M.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
830,"A Survey on Large Language Model (LLM) Security and Privacy: The Good, The Bad, and The Ugly",Yao Y.; Duan J.; Xu K.; Cai Y.; Sun Z.; Zhang Y.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
831,Attention is all you need,Vaswani A.; Shazeer N.; Parmar N.; Uszkoreit J.; Jones L.; Gomez A.N.; Kaiser Ł.; Polosukhin I.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
832,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,Wei J.; Wang X.; Schuurmans D.; Bosma M.; Ichter B.; Xia F.; Chi E.H.; Le Q.V.; Zhou D.,97,Make a Feint to the East While Attacking in the West: Blinding LLM-Based Code Auditors with Flashboom Attacks,,,,,
833,Model inversion attacks that exploit confidence information and basic countermeasures,Fredrikson M.; Jha S.; Ristenpart T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
834,Inverting visual representations with convolutional networks,Dosovitskiy A.; Brox T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
835,SQL Injection Attacks and Defense,Clarke J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
836,TrojLLM: A Black-box Trojan Prompt Attack on Large Language Models,Xue J.; Zheng M.; Hua T.; Shen Y.; Liu Y.; Bölöni L.; Lou Q.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
837,Backdoor Attacks on Pre-trained Models by Layerwise Weight Poisoning,Li L.; Song D.; Li X.; Zeng J.; Ma R.; Qiu X.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
838,Text Embeddings Reveal (Almost) As Much As Text,Morris J.X.; Kuleshov V.; Shmatikov V.; Rush A.M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
839,A Survey of Privacy Attacks in Machine Learning,Rigaki M.; Garcia S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
840,STAR: SocioTechnical Approach to Red Teaming Language Models,Weidinger L.; Mellor J.; Pegueroles B.G.; Marchal N.; Kumar R.; Lum K.; Akbulut C.; Diaz M.; Bergman S.; Rodriguez M.; Rieser V.; Isaac W.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
841,A New Generation of Perspective API: Efficient Multilingual Character-level Transformers,Lees A.; Tran V.Q.; Tay Y.; Sorensen J.; Gupta J.; Metzler D.; Vasserman L.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
842,Language models are few-shot learners,Brown T.B.; Mann B.; Ryder N.; Subbiah M.; Kaplan J.; Dhariwal P.; Neelakantan A.; Shyam P.; Sastry G.; Askell A.; Agarwal S.; Herbert-Voss A.; Krueger G.; Henighan T.; Child R.; Ramesh A.; Ziegler D.M.; Wu J.; Winter C.; Hesse C.; Chen M.; Sigler E.; Litwin M.; Gray S.; Chess B.; Clark J.; Berner C.; McCandlish S.; Radford A.; Sutskever I.; Amodei D.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
843,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,Biderman S.; Schoelkopf H.; Anthony Q.; Bradley H.; O'Brien K.; Hallahan E.; Khan M.A.; Purohit S.; Sai Prashanth U.S.V.S.N.; Raff E.; Skowron A.; Sutawika L.; van der Wal O.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
844,Controlling the Extraction of Memorized Data from Large Language Models via Prompt-Tuning,Ozdayi M.S.; Peris C.; Fitzgerald J.; Dupuy C.; Majmudar J.; Khan H.; Parikh R.; Gupta R.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
845,Privacy risk in machine learning: Analyzing the connection to overfitting,Yeom S.; Giacomelli I.; Fredrikson M.; Jha S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
846,LinkPrompt: Natural and Universal Adversarial Attacks on Prompt-based Language Models,Xu Y.; Wang W.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
847,Punctuation Matters! Stealthy Backdoor Attack for Language Models,Sheng X.; Li Z.; Han Z.; Chang X.; Li P.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
848,Discovering Language Model Behaviors with Model-Written Evaluations,Perez E.; Ringer S.; Lukošiūtė K.; Nguyen K.; Chen E.; Heiner S.; Pettit C.; Olsson C.; Kundu S.; Kadavath S.; Jones A.; Chen A.; Mann B.; Israel B.; Seethor B.; McKinnon C.; Olah C.; Yan D.; Amodei D.; Amodei D.; Drain D.; Li D.; Tran-Johnson E.; Khundadze G.; Kernion J.; Landis J.; Kerr J.; Mueller J.; Hyun J.; Landau J.; Ndousse K.; Goldberg L.; Lovitt L.; Lucas M.; Sellitto M.; Zhang M.; Kingsland N.; Elhage N.; Joseph N.; Mercado N.; DasSarma N.; Rausch O.; Larson R.; McCandlish S.; Johnston S.; Kravec S.; Showk S.EI.; Lanham T.; Telleen-Lawton T.; Brown T.; Henighan T.; Hume T.; Bai Y.; Hatfield-Dodds Z.; Clark J.; Bowman S.R.; Askell A.; Grosse R.; Hernandez D.; Ganguli D.; Hubinger E.; Schiefer N.; Anthropic J.K.; Surge A.I.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
849,Certified Robustness Against Natural Language Attacks by Causal Intervention,Zhao H.; Ma C.; Dong X.; Luu A.T.; Deng Z.-H.; Zhang H.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
850,The algorithmic foundations of differential privacy,Dwork C.; Roth A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
851,Unveiling the Implicit Toxicity in Large Language Models,Wen J.; Ke P.; Sun H.; Zhang Z.; Li C.; Bai J.; Huang M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
852,TENSOR TRUST: INTERPRETABLE PROMPT INJECTION ATTACKS FROM AN ONLINE GAME,Toyer S.; Watkins O.; Mendes E.; Svegliato J.; Bailey L.; Wang T.; Ong I.; Elmaaroufi K.; Abbeel P.; Darrell T.; Ritter A.; Russell S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
853,Emergent Abilities of Large Language Models,Wei J.; Tay Y.; Bommasani R.; Raffel C.; Zoph B.; Borgeaud S.; Yogatama D.; Bosma M.; Zhou D.; Metzler D.; Chi E.H.; Hashimoto T.; Vinyals O.; Liang P.; Dean J.; Fedus W.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
854,Membership Inference Attacks From First Principles,Carlini N.; Chien S.; Nasr M.; Song S.; Terzis A.; Tramer F.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
