id,Title,Authors,id_original,Title_original,Raphael - Classification ,Raphael - Justification ,Guilherme - Classication,Guilherme - Justification,Final Classification
855,Rethinking stealthiness of backdoor attack against NLP models,Yang W.; Lin Y.; Li P.; Zhou J.; Sun X.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
856,SoK: Prompt Hacking of Large Language Models,Rababah B.; Wu S.; Kwiatkowski M.; Leung C.K.; Akcora C.G.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
857,Hidden killer: Invisible textual backdoor attacks with syntactic trigger,Qi F.; Li M.; Chen Y.; Zhang Z.; Liu Z.; Wang Y.; Sun M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
858,Defending ChatGPT against jailbreak attack via self-reminders,Xie Y.; Yi J.; Shao J.; Curl J.; Lyu L.; Chen Q.; Xie X.; Wu F.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
859,Turn the combination lock: Learnable textual backdoor attacks via word substitution,Qi F.; Yao Y.; Xu S.; Liu Z.; Sun M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
860,Generative adversarial nets,Goodfellow I.J.; Pouget-Abadie J.; Mirza M.; Xu B.; Warde-Farley D.; Ozair S.; Courville A.; Bengio Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
861,One Parameter Defense - Defending Against Data Inference Attacks via Differential Privacy,Ye D.; Shen S.; Zhu T.; Liu B.; Zhou W.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
862,A backdoor attack against LSTM-based text classification systems,Dai J.; Chen C.; Li Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
863,Predictability and Surprise in Large Generative Models,Ganguli D.; Hernandez D.; Lovitt L.; Askell A.; Bai Y.; Chen A.; Conerly T.; Dassarma N.; Drain D.; Elhage N.; El Showk S.; Fort S.; Hatfield-Dodds Z.; Henighan T.; Johnston S.; Jones A.; Joseph N.; Kernian J.; Kravec S.; Mann B.; Nanda N.; Ndousse K.; Olsson C.; Amodei D.; Brown T.; Kaplan J.; McCandlish S.; Olah C.; Amodei D.; Clark J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
864,A Survey of Text Watermarking in the Era of Large Language Models,Liu A.; Pan L.; Lu Y.; Li J.; Hu X.; Zhang X.; Wen L.; King I.; Xiong H.; Yu P.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
865,NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails,Rebedea T.; Dinu R.; Sreedhar M.; Parisien C.; Cohen J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
866,Evaluating large language models on medical evidence summarization,Tang L.; Sun Z.; Idnay B.; Nestor J.G.; Soroush A.; Elias P.A.; Xu Z.; Ding Y.; Durrett G.; Rousseau J.F.; Weng C.; Peng Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
867,Evaluating Biased Attitude Associations of Language Models in an Intersectional Context,Omrani Sabbaghi S.; Wolfe R.; Caliskan A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
868,A GAN-Based Defense Framework Against Model Inversion Attacks,Gong X.; Wang Z.; Li S.; Chen Y.; Wang Q.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
869,Extracting training data from large language models,Carlini N.; Tramèr F.; Wallace E.; Jagielski M.; Herbert-Voss A.; Lee K.; Roberts A.; Brown T.; Song D.; Erlingsson Ú.; Oprea A.; Raffel C.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
870,Benchmarking Large Language Models for News Summarization,Zhang T.; Ladhak F.; Durmus E.; Liang P.; McKeown K.; Hashimoto T.B.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
871,"A Holistic Approach to Undesired Content Detection in the Real World Warning: some content may contain racism, sexuality, or other harmful language",Markov T.; Zhang C.; Agarwal S.; Nekoul F.E.; Lee T.; Adler S.; Jiang A.; Weng L.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
872,A methodology for formalizing model-inversion attacks,Wu X.; Fredrikson M.; Jha S.; Naughton J.F.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
873,Stealing machine learning models via prediction APIs,Tramèr F.; Zhang F.; Juels A.; Reiter M.K.; Ristenpart T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
874,Stochastic gradient descent with differentially private updates,Song S.; Chaudhuri K.; Sarwate A.D.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
875,RS-Del: Edit Distance Robustness Certificates for Sequence Classifiers via Randomized Deletion,Huang Z.; Marchant N.G.; Lucas K.; Bauer L.; Ohrimenko O.; Rubinstein B.I.P.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
876,Using Membership Inference Attacks to Evaluate Privacy-Preserving Language Modeling Fails for Pseudonymizing Data,Vakili T.; Dalianis H.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
877,Deep learning with differential privacy,Abadi M.; McMahan H.B.; Chu A.; Mironov I.; Zhang L.; Goodfellow I.; Talwar K.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
878,Large Scale Private Learning via Low-rank Reparametrization,Yu D.; Zhang H.; Chen W.; Yin J.; Liu T.-Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
879,A Survey on Backdoor Attack and Defense in Natural Language Processing,Sheng X.; Han Z.; Li P.; Chang X.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
880,Hidden Backdoors in Human-Centric Language Models,Li S.; Liu H.; Dong T.; Zhao B.Z.H.; Xue M.; Zhu H.; Lu J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
881,Universal adversarial triggers for attacking and analyzing NLP warning: This paper contains model outputs which are offensive in nature,Wallace E.; Feng S.; Kandpal N.; Gardner M.; Singh S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
882,Retiring Adult: New Datasets for Fair Machine Learning,Ding F.; Hardt M.; Miller J.; Schmidt L.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
883,RLPROMPT: Optimizing Discrete Text Prompts with Reinforcement Learning,Deng M.; Wang J.; Hsieh C.-P.; Wang Y.; Guo H.; Shu T.; Song M.; Xing E.P.; Hu Z.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
884,Red Alarm for Pre-trained Models: Universal Vulnerability to Neuron-level Backdoor Attacks,Zhang Z.; Xiao G.; Li Y.; Lv T.; Qi F.; Liu Z.; Wang Y.; Jiang X.; Sun M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
885,Sentence Embedding Leaks More Information than You Expect: Generative Embedding Inversion Attack to Recover the Whole Sentence,Li H.; Xu M.; Song Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
886,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Abdelnabi S.; Greshake K.; Mishra S.; Endres C.; Holz T.; Fritz M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
887,Ignore This Title and HackAPrompt: Exposing Systemic Vulnerabilities of LLMs through a Global Scale Prompt Hacking Competition,Schulhoff S.; Pinto J.; Khan A.; Bouchard L.-F.; Si C.; Anati S.; Tagliabue V.; Kost A.L.; Carnahan C.; Boyd-Graber J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
888,Diffusion Art or Digital Forgery? Investigating Data Replication in Diffusion Models,Somepalli G.; Singla V.; Goldblum M.; Geiping J.; Goldstein T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
889,Quantifying Privacy Risks of Masked Language Models Using Membership Inference Attacks,Mireshghallah F.; Goyal K.; Uniyal A.; Berg-Kirkpatrick T.; Shokri R.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
890,SoK: Security and Privacy in Machine Learning,Papernot N.; McDaniel P.; Sinha A.; Wellman M.P.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
891,Back to Basics: Revisiting REINFORCE-Style Optimization for Learning from Human Feedback in LLMs,Ahmadian A.; Cremer C.; Gallé M.; Fadee M.; Kreutzer J.; Pietquin O.; Üstün A.; Hooker S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
892,Practical black-box attacks against machine learning,Papernot N.; McDaniel P.; Goodfellow I.; Jha S.; Celik Z.B.; Swami A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
893,Softmax Bottleneck Makes Language Models Unable to Represent Multi-mode Word Distributions,Chang H.-S.; McCallum A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
894,Open DNN Box by Power Side-Channel Attack,Xiang Y.; Chen Z.; Chen Z.; Fang Z.; Hao H.; Chen J.; Liu Y.; Wu Z.; Xuan Q.; Yang X.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
895,Membership Inference Attacks against Language Models via Neighbourhood Comparison,Mattern J.; Mireshghallah F.; Jin Z.; Schölkopf B.; Sachan M.; Berg-Kirkpatrick T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
896,Spinning Coherent Interactive Fiction through Foundation Model Prompts,Calderwood A.; Wardrip-Fruin N.; Mateas M.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
897,Trojaning language models for fun and profit,Zhang X.; Zhang Z.; Ji S.; Wang T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
898,"SoK: Model Inversion Attack Landscape: Taxonomy, Challenges, and Future Roadmap",Dibbo S.V.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
899,Backdoor Learning: A Survey,Li Y.; Jiang Y.; Li Z.; Xia S.-T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
900,Jailbreaker in Jail: Moving Target Defense for Large Language Models,Chen B.; Paliwal A.; Yan Q.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
901,Private empirical risk minimization: Efficient algorithms and tight error bounds,Bassily R.; Smith A.; Thakurta A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
902,Multi-target Backdoor Attacks for Code Pre-trained Models,Li Y.; Liu S.; Chen K.; Xie X.; Zhang T.; Liu Y.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
903,Red Teaming of advanced information assurance concepts,Wood B.J.; Duggan R.A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
904,Membership Inference Attacks With Token-Level Deduplication on Korean Language Models,Oh M.G.; Hyun Park L.; Kim J.; Park J.; Kwon T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
905,Piccolo: Exposing Complex Backdoors in NLP Transformer Models,Liu Y.; Shen G.; Tao G.; An S.; Ma S.; Zhang X.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
906,ChatGPT Perpetuates Gender Bias in Machine Translation and Ignores Non-Gendered Pronouns: Findings across Bengali and Five other Low-Resource Languages,Ghosh S.; Caliskan A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
907,Leaky DNN: Stealing Deep-Learning Model Secret with GPU Context-Switching Side-Channel,Wei J.; Zhang Y.; Zhou Z.; Li Z.; Al Faruque M.A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
908,CSI NN: Reverse engineering of neural network architectures through electromagnetic side channel,Batina L.; Jap D.; Bhasin S.; Picek S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
909,Membership Inference Attacks Against Machine Learning Models,Shokri R.; Stronati M.; Song C.; Shmatikov V.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
910,Backdoor Pre-trained Models Can Transfer to All,Shen L.; Ji S.; Zhang X.; Li J.; Chen J.; Shi J.; Fang C.; Yin J.; Wang T.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
911,Concealed Data Poisoning Attacks on NLP Models,Wallace E.; Zhao T.Z.; Feng S.; Singh S.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
912,Information Leakage in Embedding Models,Song C.; Raghunathan A.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
913,SAFER: A structure-free approach for certified robustness to adversarial word substitutions,Ye M.; Gong C.; Liu Q.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
914,"Detecting and Mitigating Hallucinations in Machine Translation: Model Internal Workings Alone Do Well, Sentence Similarity Even Better",Dale D.; Voita E.; Barrault L.; Costa-Jussà M.R.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
915,Reconstructing Training Data with Informed Adversaries,Balle B.; Cherubin G.; Hayes J.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
916,AART: AI-Assisted Red-Teaming with Diverse Data Generation for New LLM-powered Applications,Radharapu B.; Robinson K.; Aroyo L.; Lahoti P.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
917,Training language models to follow instructions with human feedback,Ouyang L.; Wu J.; Jiang X.; Almeida D.; Wainwright C.L.; Mishkin P.; Zhang C.; Agarwal S.; Slama K.; Ray A.; Schulman J.; Hilton J.; Kelton F.; Miller L.; Simens M.; Askell A.; Welinder P.; Christiano P.; Leike J.; Lowe R.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
918,Red Teaming Language Models with Language Models,Perez E.; Huang S.; Song F.; Cai T.; Ring R.; Aslanides J.; Glaese A.; McAleese N.; Irving G.,102,Operationalizing a Threat Model for Red-Teaming Large Language Models (LLMs),,,,,
919,Evolving Cybersecurity Challenges in the Age of AI-Powered Chatbots: A Comprehensive Review,Costa A.F.; Coelho N.M.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
920,Two-model active learning approach for inappropriate information classification in social networks,Levshun D.; Tushkanova O.; Chechulin A.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
921,The Looming Threat of Fake and LLM-generated LinkedIn Profiles: Challenges and Opportunities for Detection and Prevention,Ayoobi N.; Shahriar S.; Mukherjee A.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
922,Software Vulnerability and Functionality Assessment using LLMs,Jensen R.I.T.; Tawosi V.; Alamir S.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
923,"Putting GPT-4o to the Sword: A Comprehensive Evaluation of Language, Vision, Speech, and Multimodal Proficiency",Shahriar S.; Lund B.D.; Mannuru N.R.; Arshad M.A.; Hayawi K.; Bevara R.V.K.; Mannuru A.; Batool L.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
924,"LLM-Based Edge Intelligence: A Comprehensive Survey on Architectures, Applications, Security and Trustworthiness",Friha O.; Amine Ferrag M.; Kantarci B.; Cakmak B.; Ozgun A.; Ghoualmi-Zine N.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
925,Information systems security research agenda: Exploring the gap between research and practice,Dhillon G.; Smith K.; Dissanayaka I.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
926,"Chatbots: History, technology, and applications",Adamopoulou E.; Moussiades L.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
927,Making conversations with chatbots more personalized,Shumanov M.; Johnson L.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
928,"A Survey on Large Language Model (LLM) Security and Privacy: The Good, The Bad, and The Ugly",Yao Y.; Duan J.; Xu K.; Cai Y.; Sun Z.; Zhang Y.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
929,Classifying and measuring the service quality of AI chatbot in frontline service,Chen Q.; Gong Y.; Lu Y.; Tang J.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
930,Active learning approach for inappropriate information classification in social networks,Levshun D.; Tushkanova O.; Chechulin A.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
931,Large Language Models Meet Next-Generation Networking Technologies: A Review,Hang C.-N.; Yu P.-D.; Morabito R.; Tan C.-W.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
932,Vulnerability Categorization for Fast Multistep Attack Modelling,Levshun D.; Chechulin A.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
933,Exploring BERT for Predicting Vulnerability Categories in Device Configurations,Levshun D.; Vesnin D.,107,LLMSecurityTester: A Tool for Detection of Vulnerabilities in LLM-based Chatbots,,,,,
934,PyCG: Practical call graph generation in python,Salis V.; Sotiropoulos T.; Louridas P.; Spinellis D.; Mitropoulos D.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
935,Aliasing Backdoor Attacks on Pre-trained Models,Wei C.A.; Lee Y.; Chen K.; Meng G.; Lv P.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
936,Extracting training data from large language models,Carlini N.; Tramèr F.; Wallace E.; Jagielski M.; Herbert-Voss A.; Lee K.; Roberts A.; Brown T.; Song D.; Erlingsson Ú.; Oprea A.; Raffel C.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
937,DRMI: A dataset reduction technology based on mutual information for black-box attacks,He Y.; Meng G.; Chen K.; Hu X.; He J.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
938,Automated Program Repair in the Era of Large Pre-trained Language Models,Xia C.S.; Wei Y.; Zhang L.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
939,Prompt as Triggers for Backdoor Attack: Examining the Vulnerability in Language Models,Zhao S.; Wen J.; Tuan L.A.; Zhao J.; Fu J.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
940,The Protection of Information in Computer Systems,Saltzer J.H.; Schroeder M.D.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
941,The true cost of containing: A gVisor case study,Young E.G.; Zhu P.; Caraza-Harter T.; Arpaci-Dusseau A.C.; Arpaci-Dusseau R.H.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
942,Radiatus: A shared-nothing server-side Web architecture,Cheng R.; Scott W.; Ellenbogen P.; Howell J.; Roesner F.; Krishnamurthy A.; Anderson T.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
943,Asleep at the Keyboard? Assessing the Security of GitHub Copilot's Code Contributions,Pearce H.; Ahmad B.; Tan B.; Dolan-Gavitt B.; Karri R.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
944,Automated behavioral analysis of malware: A case study of wannacry ransomware,Chen Q.; Bridges R.A.,111,Demystifying RCE Vulnerabilities in LLM-Integrated Apps,,,,,
945,Graph Trend Filtering Networks for Recommendation,Fan W.; Liu X.; Jin W.; Zhao X.; Tang J.; Li Q.,117,CheatAgent: Attacking LLM-Empowered Recommender Systems via LLM Agent,,,,,
946,TrojLLM: A Black-box Trojan Prompt Attack on Large Language Models,Xue J.; Zheng M.; Hua T.; Shen Y.; Liu Y.; Bölöni L.; Lou Q.,117,CheatAgent: Attacking LLM-Empowered Recommender Systems via LLM Agent,,,,,
947,Adversarial Attacks for Black-Box Recommender Systems via Copying Transferable Cross-Domain User Profiles,Fan W.; Zhao X.; Li Q.; Derr T.; Ma Y.; Liu H.; Wang J.; Tang J.,117,CheatAgent: Attacking LLM-Empowered Recommender Systems via LLM Agent,,,,,
