id,Title,Authors,id_original,Title_original,OBS,Validação Raphael,Justificativa Raphael,Obs Raphael,Validação Guilherme,Justificativa Guilherme,Obs Guilherme,Secundário,Decisão Final,Repetido
1398,AgentOrchestra: Orchestrating Multi-Agent Intelligence with the Tool-Environment-Agent(TEA) Protocol,"Wentao Zhang, Liang Zeng, Yuzhen Xiao, Yongcong Li, Ce Cui, Yilei Zhao, Rui Hu, Yang Liu, Yahui Zhou, Bo An",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1419
1399,AgentOrchestra: A Hierarchical Multi-Agent Framework for General-Purpose Task Solving,"Wentao Zhang, Ce Cui, Yilei Zhao, Rui Hu, Yang Liu, Yahui Zhou, Bo An",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1420
1400,Method of Model Arrangement and Collaborative Operation for Substation Operation Inspection Business Empowered by Large Language Model,"Lei Zuo, Shudong Wang, Yi Liang, Junshuai Cao, Weimin Huang, Huanghua Yang, Cheng Xie",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1421
1401,A Survey of Foundation Models for IoT: Taxonomy and Criteria-Based Analysis,"Hui Wei, Dong Yoon Lee, Shubham Rohal, Zhizhang Hu, Shiwei Fang, Shijia Pan",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1422
1402,Agentic AI for autonomous anomaly management in complex systems,"Reza Vatankhah Barenji, Sina Khoshgoftar",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1423
1403,PARSE: LLM Driven Schema Optimization for Reliable Entity Extraction,"Anubhav Shrimal, Aryan Jain, Soumyajit Chowdhury, Promod Yenigalla",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1424
1404,Beyond Formal Semantics for Capabilities and Skills: Model Context Protocol in Manufacturing,"Luis Miguel Vieira da Silva, Aljosha KÃ¶cher, Felix Gehlhoff",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,"1390,1411,1425"
1405,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,"Konosuke Yoshizato, Kazuma Shimizu, Ryota Higa, Takanobu Otsuka",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,"1406,1426,1427"
1406,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,"Konosuke Yoshizato, Kazuma Shimizu, Ryota Higa, Takanobu Otsuka",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,"1405,1426,1427"
1407,AI-Driven Personalization in Tourism: A Survey,"E. Spyrou, Dimitrios Koutrintzes, Stavros Karkanis",71,LLM-Powered AI Agent Systems and Their Applications in Industry,,,,,,,,,,1428
1408,AMA: Adaptive Memory via Multi-Agent Collaboration,"Weiquan Huang, Zixuan Wang, Hehai Lin, Sudong Wang, Bo Xu, Qian Li, Beier Zhu, Linyi Yang, Chengwei Qin",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1387,1392,1413"
1409,Tapas are free! Training-Free Adaptation of Programmatic Agents via LLM-Guided Program Synthesis in Dynamic Environments,"Jinwei Hu, Yi Dong, Youcheng Sun, Xiaowei Huang",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1388
1410,Reinforcement Learning Meets Large Language Models: A Survey of Advancements and Applications Across the LLM Lifecycle,"Keliang Liu, Dingkang Yang, Ziyun Qian, Weijie Yin, Yuchi Wang, Hongsheng Li, Jun Liu, Peng Zhai, Yang Liu, Lihua Zhang",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1389
1411,Beyond Formal Semantics for Capabilities and Skills: Model Context Protocol in Manufacturing,"Luis Miguel Vieira da Silva, Aljosha Kocher, Felix Gehlhoff",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1390,1404,1425"
1412,Mathematical Framing for Different Agent Strategies,"Philip Stephens, Emmanuel Salawu",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1391
1413,AMA: Adaptive Memory via Multi-Agent Collaboration,"Weiquan Huang, Zixuan Wang, Hehai Lin, Sudong Wang, Bo Xu, Qian Li, Beier Zhu, Linyi Yang, Chengwei Qin",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1387,1392,1408"
1414,AgentOrchestra: Orchestrating Hierarchical Multi-Agent Intelligence with the Tool-Environment-Agent(TEA) Protocol,"Wentao Zhang, Liang Zeng, Yuzhen Xiao, Yongcong Li, Ce Cui, Yilei Zhao, Rui Hu, Yang Liu, Yahui Zhou, Bo An",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1393
1415,Multi-Agent Systems for Learning Assessment in Education: A Comprehensive Survey,Ruobing Zhang,74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1394
1416,Publisher's Protocol: Architecting a Machine-Consumable Content Framework for the Agentic AI Era,"Ram Joshi, Sriram Panyam, Praveen Gujar, Gunjan Paliwal",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1395
1417,Agentic AI for Explainable Data Analysis in District Heating Systems: An AutoGen-Based Approach,"Matija Å peletiÄ, Stevica CvetkoviÄ, Milan ZdravkoviÄ",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1396
1418,Lumos: Let there be Language Model System Certification,"Isha Chaudhary, Vedaant V. Jain, Avaljot Singh, Kavya Sachdeva, Sayan Ranu, Gagandeep Singh",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1397
1419,AgentOrchestra: Orchestrating Multi-Agent Intelligence with the Tool-Environment-Agent(TEA) Protocol,"Wentao Zhang, Liang Zeng, Yuzhen Xiao, Yongcong Li, Ce Cui, Yilei Zhao, Rui Hu, Yang Liu, Yahui Zhou, Bo An",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1398
1420,AgentOrchestra: A Hierarchical Multi-Agent Framework for General-Purpose Task Solving,"Wentao Zhang, Ce Cui, Yilei Zhao, Rui Hu, Yang Liu, Yahui Zhou, Bo An",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1399
1421,Method of Model Arrangement and Collaborative Operation for Substation Operation Inspection Business Empowered by Large Language Model,"Lei Zuo, Shudong Wang, Yi Liang, Junshuai Cao, Weimin Huang, Huanghua Yang, Cheng Xie",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1400
1422,A Survey of Foundation Models for IoT: Taxonomy and Criteria-Based Analysis,"Hui Wei, Dong Yoon Lee, Shubham Rohal, Zhizhang Hu, Shiwei Fang, Shijia Pan",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1401
1423,Agentic AI for autonomous anomaly management in complex systems,"Reza Vatankhah Barenji, Sina Khoshgoftar",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1402
1424,PARSE: LLM Driven Schema Optimization for Reliable Entity Extraction,"Anubhav Shrimal, Aryan Jain, Soumyajit Chowdhury, Promod Yenigalla",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1403
1425,Beyond Formal Semantics for Capabilities and Skills: Model Context Protocol in Manufacturing,"Luis Miguel Vieira da Silva, Aljosha KÃ¶cher, Felix Gehlhoff",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1390,1404,1411"
1426,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,"Konosuke Yoshizato, Kazuma Shimizu, Ryota Higa, Takanobu Otsuka",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1405,1406,1427"
1427,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,"Konosuke Yoshizato, Kazuma Shimizu, Ryota Higa, Takanobu Otsuka",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,"1405,1406,1426"
1428,AI-Driven Personalization in Tourism: A Survey,"E. Spyrou, Dimitrios Koutrintzes, Stavros Karkanis",74,Adversarial Vulnerabilities in Large Language Models for Time Series Forecasting,,,,,,,,,,1407
1429,"LLM-Enabled Cloud-Native Dynamic Honeypot Systems: Architecture, Ethical Governance, and Empirical Evaluation","Shang E. Tsai, Ting T. Tsai, Meng H. Aun",75,ShellBox: Adversarially Enhanced LLM-Interactive Honeypot Framework,,,,,,,,,,
1430,Creation of AI-driven Smart Spaces for Enhanced Indoor Environments – A Survey,"Aygün Varol, Naser Hossein Motlagh, Mirka Leino, Lauri Lovén, Johanna Virkki",78,From Prompts to Motors: Man-in-the-Middle Attacks on LLM-Enabled Vacuum Robots,,,,,,,,,,
1431,SoK: Understanding Vulnerabilities in the Large Language Model Supply Chain,"Shenao Wang, Yanjie Zhao, Zhao Liu, Quanchen Zou, Haoyu Wang",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1436,1737,1759,2420,2423"
1432,"Agentic AI Security: Threats, Defenses, Evaluation, and Open Challenges","Shrestha Datta, Shahriar Kabir Nahin, Anshuman Chhabra, Prasant Mohapatra",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1541,1855,2465,3287,3395"
1433,Network Packet Security Analysis Chatbot using SQL-RAG Approach and Cybersecurity-Tuned LLM,"Obrina Briliyant, Amir Javed, Yulia Cherdantseva",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,
1434,Unsafer in Many Turns: Benchmarking and Defending Multi-Turn Safety Risks in Tool-Using Agents,"Xu Li, Simon Yu, Minzhou Pan, Yiyou Sun, Bo Li, Dawn Song, Xue Lin, Weiyan Shi",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,1446
1435,BASFuzz: Towards Robustness Evaluation of LLM-based NLP Software via Automated Fuzz Testing,"Mingxuan Xiao, Yan Xiao, Shunhui Ji, Jiahe Tu, Pengcheng Zhang",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,
1436,"SoK: Understanding Vulnerabilities in the Large Language Model Supply
 Chain","Shenao Wang, Yanjie Zhao, Zhao Liu, Quanchen Zou, Haoyu Wang",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1431,1737,1759,2420,2423"
1437,Prompt Injection in Large Language Model Exploitation: A Security Perspective,"June Joseph, Esther Daniel, V. Kathiresan, M. P.",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"2718,3375"
1438,Security Debt in LLM Agent Applications: A Measurement Study of Vulnerabilities and Mitigation Trade-offs,"Zhuoxiang Shen, Jiarun Dai, Yuan Zhang, Min Yang",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1762,2924,3420"
1439,Securing AI Systems: A Guide to Known Attacks and Impacts,"Naoto Kiribuchi, Kengo Zenitani, Takayuki Semitsu",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,2887
1440,Text to SQL AI Agentic Workflow Implementations: A Systematic Literature Review,"Eranda De Silva, Mr Dinesh Asanka",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,
1441,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,"Akshat D. Naik, Jay Culligan, Yarin Gal, Philip Torr, Rahaf Aljundi, Alasdair Paren, Adel Bibi",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,2966
1442,When GPT Spills the Tea: Comprehensive Assessment of Knowledge File Leakage in GPTs,"Xinyue Shen, Yun Shen, Michael Backes, Yang Zhang",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,3042
1443,Enhanced Web Testing with LLMs: A Research Roadmap,"Weizhe Wang, Zhenqi Guo, Qingyang Yan, Zenghao Yang, Yao Zhang, Guangquan Xu, Xin Li, Bin Wu",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,3001
1444,AUTOMATED DETECTION OF SQL INJECTION VULNERABILITIES IN CHATBOTS USING REINFORCEMENT LEARNING,"Vladyslav Vikulov, Ðvan Pyshnograiev",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,
1445,Toward Understanding Security Issues in the Model Context Protocol Ecosystem,"Xiaofan Li, Xing Gao",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1765,1828,2681"
1446,Unsafer in Many Turns: Benchmarking and Defending Multi-Turn Safety Risks in Tool-Using Agents,"Xu Li, Simon Yu, Minzhou Pan, Yiyou Sun, Bo Li, Dawn Song, Xue Lin, Weiyan Shi",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,1434
1447,Securing Agentic AI with the NIST Cybersecurity Framework 2.0,"Bilgin Metin, Hikmet Sami Karaca, Faisal Iradat, Martin Wynn",88,Prompt-to-SQL Injections in LLM-Integrated Web Applications: Risks and Defenses,,,,,,,,,,"1770,1868"
1448,"A Survey of Agentic AI and Cybersecurity: Challenges, Opportunities and Use-case Prototypes","Sahaya Jestus Lazer, Kshitiz Aryal, Maanak Gupta, Elisa Bertino",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,1613
1449,"Large Model Agents: State-of-the-Art, Cooperation Paradigms, Security and Privacy, and Future Trends","Yuntao Wang, Yanghe Pan, Quan Zhao, Yi Deng, Zhou Su, Linkang Du, Tom H. Luan",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"1485,1786,1811,2234,2254"
1450,MLA-Trust: Benchmarking Trustworthiness of Multimodal LLM Agents in GUI Environments,"Xiao Yang, Jiawei Chen, Jun Luo, Zhengwei Fang, Yinpeng Dong, Hang Su, Jun Zhu",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1451,CVE-Factory: Scaling Expert-Level Agentic Tasks for Code Security Vulnerability,"Xianzhen Luo, Jingyuan Zhang, Shiqi Zhou, Rain Huang, Chuan Xiao, Qingfu Zhu, Zhiyuan Ma, Xing Yue, Yang Yue, Wencong Zeng, Wanxiang Che",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,1569
1452,Multi-Agent Systems Execute Arbitrary Malicious Code,"Harold Triedman, Rishi Jha, Vitaly Shmatikov",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"1718,2293,3285"
1453,Planet as a Brain: Towards Internet of AgentSites based on AIOS Server,"Xiang Zhang, Yongfeng Zhang",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1454,BrowseSafe: Understanding and Preventing Prompt Injection Within AI Browser Agents,"Zhang Kaiyuan, Tenenholtz, Mark, Polley, Kyle, Ma, Jerry, Yarats, Denis, Li NingHui",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"1476,1528,2502,2505,2508"
1455,The Hidden Risks of Large Reasoning Models: A Safety Assessment of R1,"Kaiwen Zhou, Chengze Liu, Xiande Zhao, Shreedhar Jangam, Jayanth Srinivasa, Gaowen Liu, Dawn Song, Xin Wang",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1456,From threat to trust: assessing security risks of agentic AI systems,"Martin Leo, F. L.-S. Tan, Tianqi Miao, Guru Anand",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1457,It's a TRAP! Task-Redirecting Agent Persuasion Benchmark for Web Agents,"Karolina Korgul, Yushi Yang, Arkadiusz Drohomirecki, Piotr Blaszczyk, Will Howard, Lukas Aichberger, Chris Russell, Philip H. S. Torr, Adam Mahdi, Adel Bibi",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1458,Breaking Agent Backbones: Evaluating the Security of Backbone LLMs in AI Agents,"Julia Bazinska, Max Mathys, Francesco Casucci, Mateo Rojas-Carulla, Xander Davies, Alexandra Souly, Niklas Pfister",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"1725,2796"
1459,Securing AI Agents with Information-Flow Control,"Manuel Costa, Boris Kopf, Aashish Kolluri, Andrew Paverd, M. Russinovich, Ahmed Salem, Shruti Tople, Lukas Wutschitz, Santiago Zanella-B'eguelin",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"2227,3297"
1460,A Survey on the Safety and Security Threats of Computer-Using Agents: JARVIS or Ultron?,"Ada Chen, Yongjiang Wu, Junyuan Zhang, Shu Yang, Jen-Tse Huang, Kun Wang, Wenxuan Wang, Shuai Wang",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,3405
1461,Security Matrix for Multimodal Agents on Mobile Devices: A Systematic and Proof of Concept Study,"Yulong Yang, Xinshan Yang, Shuaidong Li, Chenhao Lin, Zhengyu Zhao, Chao Shen, Tianwei Zhang",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,2622
1462,Progent: Programmable Privilege Control for LLM Agents,"Tianneng Shi, Jingxuan He, Zhun Wang, Linyu Wu, Hongwei Li, Wenbo Guo, Dawn Song",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"2184,3301"
1463,Toward Generalizable Evaluation in the LLM Era: A Survey Beyond Benchmarks,"Yixin Cao, Shibo Hong, Xinze Li, Jiahao Ying, Yubo Ma, Haiyuan Liang, Yantao Liu, Zijun Yao, Xiaozhi Wang, Dan Huang, Wenxuan Zhang, Lifu Huang, Muhao Chen, Lei Hou, Qianru Sun, Xingjun Ma, Zuxuan Wu, Min-Yen Kan, David Lo, Qi Zhang, Heng Ji, Jing Jiang, Juanzi Li, Aixin Sun, Xuanjing Huang, Tat-Seng Chua, Yugen Jiang",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,
1464,CommandSans: Securing AI Agents with Surgical Precision Prompt Sanitization,"Debeshee Das, Luca Beurer-Kellner, Marc Fischer, Maximilian Baader",91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"2680,3302"
1465,Bridging Today and the Future of Humanity: AI Safety in 2024 and Beyond,Shanshan Han,91,AGENT SECURITY BENCH (ASB): FORMALIZING AND BENCHMARKING ATTACKS AND DEFENSES IN LLM-BASED AGENTS,,,,,,,,,,"2831,3083"
